,Select Batch,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)",Do you see a Goldfish in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)1",Do you see a Goldfish in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)2",Do you see a Great White Shark in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)3",Do you see a Great White Shark in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)4",Do you see a Tigershark in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)5",Do you see a Tigershark in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)6",Do you see a Hammerhead Shark in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)7",Do you see a Hammerhead Shark in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)8",Do you see an Electric Ray in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)9",Do you see a Electric Ray in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)10",Do you see a Stringray in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)11",Do you see a Stingray in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)12",Do you see a Rooster in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)13",Do you see a Rooster in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)14",Do you see a Hen in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)15",Do you see a Hen in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)16",Do you see a Teddy Bear in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)17",Do you see a Teddy bear in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)18",Do you see a Teddy Bear in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)19",Do you see a Pizza in the Image?,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)20",Do you see a Pizza in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)21",Do you see a Pizza in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)22",Do you see a Goldfish in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)23",Do you see a Goldfish in the Image?3,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)24",Do you see a Great White Shark in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)25",Do you see a Great White Shark in the Image?3,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)26",Do you see a Tigershark in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)27",Do you see a Tigershark in the Image?3,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)28",Do you see a Hammerhead Shark in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)29",Do you see a Hammerhead Shark in the Image?3,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)30",Do you see an Electric Ray in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)31",Do you see a Electric Ray in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)32",Do you see a Stingray in the Image?1,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)33",Do you see a Stingray in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)34",Do you see a Rooster in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)35",Do you see a Rooster in the Image?3,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)36",Do you see a Hen in the Image?2,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)37",Do you see a Hen in the Image?3,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)38",Do you see a Teddy Bear in the Image?3,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)39",Do you see a Teddy Bear in the Image?4,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)40",Do you see a Teddy Bear in the Image?5,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)41",Do you see a Pizza in the Image?3,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)42",Do you see a Pizza in the Image?4,"How realistic is the image to you? (1 is very low realism, 5 is could happen in the real world)43",Do you see a Pizza in the Image?5
0,1,4.0,Yes,1.0,No,5.0,Yes,1.0,No,4.0,Yes,1.0,No,3.0,Unsure,1.0,No,1.0,No,1.0,No,5.0,Yes,1.0,No,1.0,Yes,2.0,Yes,4.0,Yes,1.0,No,1.0,No,1.0,No,2.0,Yes,3.0,Yes,1.0,No,1.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Yes,1.0,No,2.0,No,1.0,No,3.0,No,1.0,No,5.0,Yes,2.0,No,2.0,Unsure,1.0,No,1.0,Unsure,2.0,Yes,5.0,Yes,1.0,No,5.0,Yes,3.0,Unsure,5.0,Yes,1.0,No,2.0,No,4.0,Yes,1.0,No,1.0,No
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Yes,4.0,No,4.0,Yes,3.0,Yes,4.0,Yes,3.0,Yes,4.0,Yes,4.0,Yes,3.0,No,3.0,No,4.0,Yes,3.0,Yes,5.0,Yes,3.0,Yes,4.0,Yes,3.0,Yes,4.0,Yes,3.0,Yes,3.0,No,4.0,Yes,3.0,Yes,3.0,Yes
3,1,5.0,Yes,5.0,No,5.0,Yes,5.0,Yes,5.0,Yes,5.0,Yes,5.0,Yes,5.0,Yes,5.0,Yes,5.0,No,5.0,Yes,5.0,Yes,5.0,Yes,5.0,Yes,5.0,Yes,5.0,Yes,4.0,Yes,4.0,No,5.0,Yes,5.0,Yes,4.0,No,5.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,4.0,Yes,4.0,Yes,3.0,Yes,3.0,Yes,4.0,Yes,4.0,Yes,3.0,Yes,4.0,Yes,3.0,No,3.0,No,3.0,Yes,4.0,Yes,4.0,Yes,3.0,Yes,4.0,Yes,3.0,Yes,4.0,Yes,4.0,Yes,3.0,Yes,4.0,Yes,4.0,Yes,4.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,4.0,Yes,2.0,No,4.0,Yes,2.0,No,4.0,Yes,3.0,No,4.0,Yes,4.0,Yes,5.0,No,3.0,No,5.0,Yes,3.0,Yes,5.0,Yes,2.0,No,5.0,Yes,5.0,Yes,5.0,Yes,1.0,No,5.0,Yes,5.0,Yes,5.0,Yes,4.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,4.0,Yes,2.0,No,4.0,Yes,3.0,Unsure,4.0,Yes,2.0,Unsure,5.0,Yes,3.0,Unsure,3.0,Unsure,3.0,No,4.0,Yes,3.0,Yes,4.0,Yes,2.0,Unsure,4.0,Yes,2.0,No,3.0,Unsure,3.0,Yes,3.0,Yes,4.0,Yes,3.0,No,4.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,5.0,Yes,2.0,No,5.0,Yes,1.0,No,4.0,Yes,2.0,Unsure,5.0,Yes,1.0,No,4.0,Yes,2.0,No,5.0,Yes,4.0,Yes,3.0,Yes,1.0,No,5.0,Yes,3.0,No,3.0,Yes,1.0,No,1.0,No,5.0,Yes,2.0,No,1.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,5.0,Yes,2.0,No,5.0,No,4.0,No,5.0,No,2.0,No,5.0,Yes,3.0,No,3.0,No,3.0,No,4.0,No,3.0,No,4.0,No,4.0,No,4.0,No,3.0,Yes,4.0,No,4.0,No,5.0,No,3.0,No,4.0,No,3.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,4.0,Yes,1.0,No,1.0,No,1.0,No,1.0,No,2.0,No,4.0,Yes,1.0,No,2.0,No,2.0,No,2.0,No,2.0,No,4.0,Yes,2.0,No,4.0,Yes,2.0,No,2.0,No,2.0,No,4.0,Yes,2.0,No,2.0,No,2.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
